pokedex_num,name,japanese_name,type1,type2,generation,is_legendary,abilities,classfication,hp,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,defense,experience_growth,height_m,percentage_male,sp_attack,sp_defense,speed,weight_kg
71,Victreebel,Utsubotã‚¦ãƒ„ãƒœãƒƒãƒˆ,grass,poison,1,0,"['Chlorophyll', 'Gluttony']",Flycatcher PokÃ©mon,80,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,105,5120,70,490,45,65,1059860,1.7,50.0,100,70,70,15.5
72,Tentacool,Menokurageãƒ¡ãƒŽã‚¯ãƒ©ã‚²,water,poison,1,0,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",Jellyfish PokÃ©mon,40,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,40,5120,70,335,190,35,1250000,0.9,50.0,50,100,70,45.5
73,Tentacruel,Dokukurageãƒ‰ã‚¯ã‚¯ãƒ©ã‚²,water,poison,1,0,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",Jellyfish PokÃ©mon,80,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,70,5120,70,515,60,65,1250000,1.6,50.0,80,120,100,55.0
74,Geodude,Isitsubuteã‚¤ã‚·ãƒ„ãƒ–ãƒ†,rock,ground,1,0,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",Rock PokÃ©mon,40,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,80,3840,70,300,255,100,1059860,,50.0,30,30,20,
75,Graveler,Goloneã‚´ãƒ­ãƒ¼ãƒ³,rock,ground,1,0,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",Rock PokÃ©mon,55,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,95,3840,70,390,120,115,1059860,,50.0,45,45,35,
76,Golem,Golonyaã‚´ãƒ­ãƒ¼ãƒ‹ãƒ£,rock,ground,1,0,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",Megaton PokÃ©mon,80,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,120,3840,70,495,45,130,1059860,,50.0,55,65,45,
77,Ponyta,Ponytaãƒãƒ‹ãƒ¼ã‚¿,fire,,1,0,"['Run Away', 'Flash Fire', 'Flame Body']",Fire Horse PokÃ©mon,50,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85,5120,70,410,190,55,1000000,1.0,50.0,65,65,90,30.0
78,Rapidash,Gallopã‚®ãƒ£ãƒ­ãƒƒãƒ—,fire,,1,0,"['Run Away', 'Flash Fire', 'Flame Body']",Fire Horse PokÃ©mon,65,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,100,5120,70,500,60,70,1000000,1.7,50.0,80,80,105,95.0
79,Slowpoke,Yadonãƒ¤ãƒ‰ãƒ³,water,psychic,1,0,"['Oblivious', 'Own Tempo', 'Regenerator']",Dopey PokÃ©mon,90,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,65,5120,70,315,190,65,1000000,1.2,50.0,40,40,15,36.0
80,Slowbro,Yadoranãƒ¤ãƒ‰ãƒ©ãƒ³,water,psychic,1,0,"['Oblivious', 'Own Tempo', 'Regenerator']",Hermit Crab PokÃ©mon,95,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,5120,70,590,75,180,1000000,1.6,50.0,130,80,30,78.5
81,Magnemite,Coilã‚³ã‚¤ãƒ«,electric,steel,1,0,"['Magnet Pull', 'Sturdy', 'Analytic']",Magnet PokÃ©mon,25,0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,35,5120,70,325,190,70,1000000,0.3,,95,55,45,6.0
82,Magneton,Rarecoilãƒ¬ã‚¢ã‚³ã‚¤ãƒ«,electric,steel,1,0,"['Magnet Pull', 'Sturdy', 'Analytic']",Magnet PokÃ©mon,50,0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,60,5120,70,465,60,95,1000000,1.0,,120,70,70,60.0
83,Farfetch'd,Kamonegiã‚«ãƒ¢ãƒã‚®,normal,flying,1,0,"['Keen Eye', 'Inner Focus', 'Defiant']",Wild Duck PokÃ©mon,52,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,90,5120,70,377,45,55,1000000,0.8,50.0,58,62,60,15.0
84,Doduo,Dodoãƒ‰ãƒ¼ãƒ‰ãƒ¼,normal,flying,1,0,"['Run Away', 'Early Bird', 'Tangled Feet']",Twin Bird PokÃ©mon,35,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85,5120,70,310,190,45,1000000,1.4,50.0,35,35,75,39.2
85,Dodrio,Dodorioãƒ‰ãƒ¼ãƒ‰ãƒªã‚ª,normal,flying,1,0,"['Run Away', 'Early Bird', 'Tangled Feet']",Triple Bird PokÃ©mon,60,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,110,5120,70,470,45,70,1000000,1.8,50.0,60,60,110,85.2
86,Seel,Pawouãƒ‘ã‚¦ãƒ¯ã‚¦,water,,1,0,"['Thick Fat', 'Hydration', 'Ice Body']",Sea Lion PokÃ©mon,65,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,45,5120,70,325,190,55,1000000,1.1,50.0,45,70,45,90.0
87,Dewgong,Jugonã‚¸ãƒ¥ã‚´ãƒ³,water,ice,1,0,"['Thick Fat', 'Hydration', 'Ice Body']",Sea Lion PokÃ©mon,90,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,70,5120,70,475,75,80,1000000,1.7,50.0,70,95,70,120.0
88,Grimer,Betbeterãƒ™ãƒˆãƒ™ã‚¿ãƒ¼,poison,poison,1,0,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",Sludge PokÃ©mon,80,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,80,5120,70,325,190,50,1000000,,50.0,40,50,25,
89,Muk,Betbetonãƒ™ãƒˆãƒ™ãƒˆãƒ³,poison,poison,1,0,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",Sludge PokÃ©mon,105,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,105,5120,70,500,75,75,1000000,,50.0,65,100,50,
90,Shellder,Shellderã‚·ã‚§ãƒ«ãƒ€ãƒ¼,water,,1,0,"['Shell Armor', 'Skill Link', 'Overcoat']",Bivalve PokÃ©mon,30,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,305,190,100,1250000,0.3,50.0,45,25,40,4.0
91,Cloyster,Parshenãƒ‘ãƒ«ã‚·ã‚§ãƒ³,water,ice,1,0,"['Shell Armor', 'Skill Link', 'Overcoat']",Bivalve PokÃ©mon,50,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,95,5120,70,525,60,180,1250000,1.5,50.0,85,45,70,132.5
92,Gastly,Ghosã‚´ãƒ¼ã‚¹,ghost,poison,1,0,['Levitate'],Gas PokÃ©mon,30,0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,35,5120,70,310,190,30,1059860,1.3,50.0,100,35,80,0.1
93,Haunter,Ghostã‚´ãƒ¼ã‚¹ãƒˆ,ghost,poison,1,0,['Levitate'],Gas PokÃ©mon,45,0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,50,5120,70,405,90,45,1059860,1.6,50.0,115,55,95,0.1
94,Gengar,Gangarã‚²ãƒ³ã‚¬ãƒ¼,ghost,poison,1,0,['Cursed Body'],Shadow PokÃ©mon,60,0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,65,5120,70,600,45,80,1059860,1.5,50.0,170,95,130,40.5
95,Onix,Iwarkã‚¤ãƒ¯ãƒ¼ã‚¯,rock,ground,1,0,"['Rock Head', 'Sturdy', 'Weak Armor']",Rock Snake PokÃ©mon,35,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,45,6400,70,385,45,160,1000000,8.8,50.0,30,45,70,210.0
96,Drowzee,Sleepeã‚¹ãƒªãƒ¼ãƒ—,psychic,,1,0,"['Insomnia', 'Forewarn', 'Inner Focus']",Hypnosis PokÃ©mon,60,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,5120,70,328,190,45,1000000,1.0,50.0,43,90,42,32.4
97,Hypno,Sleeperã‚¹ãƒªãƒ¼ãƒ‘ãƒ¼,psychic,,1,0,"['Insomnia', 'Forewarn', 'Inner Focus']",Hypnosis PokÃ©mon,85,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,73,5120,70,483,75,70,1000000,1.6,50.0,73,115,67,75.6
98,Krabby,Crabã‚¯ãƒ©ãƒ–,water,,1,0,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",River Crab PokÃ©mon,30,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,105,5120,70,325,225,90,1000000,0.4,50.0,25,25,50,6.5
99,Kingler,Kinglerã‚­ãƒ³ã‚°ãƒ©ãƒ¼,water,,1,0,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",Pincer PokÃ©mon,55,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,130,5120,70,475,60,115,1000000,1.3,50.0,50,50,75,60.0
100,Voltorb,Biriridamaãƒ“ãƒªãƒªãƒ€ãƒž,electric,,1,0,"['Soundproof', 'Static', 'Aftermath']",Ball PokÃ©mon,40,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,30,5120,70,330,190,50,1000000,0.5,,55,55,100,10.4
101,Electrode,Marumineãƒžãƒ«ãƒžã‚¤ãƒ³,electric,,1,0,"['Soundproof', 'Static', 'Aftermath']",Ball PokÃ©mon,60,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50,5120,70,490,60,70,1000000,1.2,,80,80,150,66.6
102,Exeggcute,Tamatamaã‚¿ãƒžã‚¿ãƒž,grass,psychic,1,0,"['Chlorophyll', 'Harvest']",Egg PokÃ©mon,60,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,40,5120,70,325,90,80,1250000,0.4,50.0,60,45,40,2.5
103,Exeggutor,NassyãƒŠãƒƒã‚·ãƒ¼,grass,psychic,1,0,"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",Coconut PokÃ©mon,95,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,105,5120,70,530,45,85,1250000,,50.0,125,75,45,
104,Cubone,Karakaraã‚«ãƒ©ã‚«ãƒ©,ground,,1,0,"['Rock Head', 'Lightningrod', 'Battle Armor']",Lonely PokÃ©mon,50,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,50,5120,70,320,190,95,1000000,0.4,50.0,40,50,35,6.5
105,Marowak,Garagaraã‚¬ãƒ©ã‚¬ãƒ©,ground,fire,1,0,"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",Bone Keeper PokÃ©mon,60,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,80,5120,70,425,75,110,1000000,,50.0,50,80,45,
106,Hitmonlee,Sawamularã‚µãƒ¯ãƒ ãƒ©ãƒ¼,fighting,,1,0,"['Limber', 'Reckless', 'Unburden']",Kicking PokÃ©mon,50,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,6400,70,455,45,53,1000000,1.5,100.0,35,110,87,49.8
107,Hitmonchan,Ebiwalarã‚¨ãƒ“ãƒ¯ãƒ©ãƒ¼,fighting,,1,0,"['Keen Eye', 'Iron Fist', 'Inner Focus']",Punching PokÃ©mon,50,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105,6400,70,455,45,79,1000000,1.4,100.0,35,110,76,50.2
108,Lickitung,Beroringaãƒ™ãƒ­ãƒªãƒ³ã‚¬,normal,,1,0,"['Own Tempo', 'Oblivious', 'Cloud Nine']",Licking PokÃ©mon,90,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,5120,70,385,45,75,1000000,1.2,50.0,60,75,30,65.5
109,Koffing,Dogarsãƒ‰ã‚¬ãƒ¼ã‚¹,poison,,1,0,['Levitate'],Poison Gas PokÃ©mon,40,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,65,5120,70,340,190,95,1000000,0.6,50.0,60,45,35,1.0
110,Weezing,Matadogasãƒžã‚¿ãƒ‰ã‚¬ã‚¹,poison,,1,0,['Levitate'],Poison Gas PokÃ©mon,65,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,90,5120,70,490,60,120,1000000,1.2,50.0,85,70,60,9.5
111,Rhyhorn,Sihornã‚µã‚¤ãƒ›ãƒ¼ãƒ³,ground,rock,1,0,"['Lightningrod', 'Rock Head', 'Reckless']",Spikes PokÃ©mon,80,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,85,5120,70,345,120,95,1250000,1.0,50.0,30,30,25,115.0
112,Rhydon,Sidonã‚µã‚¤ãƒ‰ãƒ³,ground,rock,1,0,"['Lightningrod', 'Rock Head', 'Reckless']",Drill PokÃ©mon,105,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,130,5120,70,485,60,120,1250000,1.9,50.0,45,45,40,120.0
113,Chansey,Luckyãƒ©ãƒƒã‚­ãƒ¼,normal,,1,0,"['Natural Cure', 'Serene Grace', 'Healer']",Egg PokÃ©mon,250,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,10240,140,450,30,5,800000,1.1,0.0,35,105,50,34.6
114,Tangela,Monjaraãƒ¢ãƒ³ã‚¸ãƒ£ãƒ©,grass,,1,0,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",Vine PokÃ©mon,65,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,55,5120,70,435,45,115,1000000,1.0,50.0,100,40,60,35.0
115,Kangaskhan,Garuraã‚¬ãƒ«ãƒ¼ãƒ©,normal,,1,0,"['Early Bird', 'Scrappy', 'Inner Focus']",Parent PokÃ©mon,105,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,5120,70,590,45,100,1000000,2.2,0.0,60,100,100,80.0
116,Horsea,Tattuã‚¿ãƒƒãƒ„ãƒ¼,water,,1,0,"['Swift Swim', 'Sniper', 'Damp']",Dragon PokÃ©mon,30,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,40,5120,70,295,225,70,1000000,0.4,50.0,70,25,60,8.0
117,Seadra,Seadraã‚·ãƒ¼ãƒ‰ãƒ©,water,,1,0,"['Poison Point', 'Sniper', 'Damp']",Dragon PokÃ©mon,55,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,5120,70,440,75,95,1000000,1.2,50.0,95,45,85,25.0
118,Goldeen,Tosakintoãƒˆã‚µã‚­ãƒ³ãƒˆ,water,,1,0,"['Swift Swim', 'Water Veil', 'Lightningrod']",Goldfish PokÃ©mon,45,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,67,5120,70,320,225,60,1000000,0.6,50.0,35,50,63,15.0
119,Seaking,Azumaoã‚¢ã‚ºãƒžã‚ªã‚¦,water,,1,0,"['Swift Swim', 'Water Veil', 'Lightningrod']",Goldfish PokÃ©mon,80,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92,5120,70,450,60,65,1000000,1.3,50.0,65,80,68,39.0
120,Staryu,Hitodemanãƒ’ãƒˆãƒ‡ãƒžãƒ³,water,,1,0,"['Illuminate', 'Natural Cure', 'Analytic']",Starshape PokÃ©mon,30,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,45,5120,70,340,225,55,1250000,0.8,,70,55,85,34.5
121,Starmie,Starmieã‚¹ã‚¿ãƒ¼ãƒŸãƒ¼,water,psychic,1,0,"['Illuminate', 'Natural Cure', 'Analytic']",Mysterious PokÃ©mon,60,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,5120,70,520,60,85,1250000,1.1,,100,85,115,80.0
122,Mr. Mime,Barrierdãƒãƒªãƒ¤ãƒ¼ãƒ‰,psychic,fairy,1,0,"['Soundproof', 'Filter', 'Technician']",Barrier PokÃ©mon,40,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,45,6400,70,460,45,65,1000000,1.3,50.0,100,120,90,54.5
123,Scyther,Strikeã‚¹ãƒˆãƒ©ã‚¤ã‚¯,bug,flying,1,0,"['Swarm', 'Technician', 'Steadfast']",Mantis PokÃ©mon,70,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,110,6400,70,500,45,80,1000000,1.5,50.0,55,80,105,56.0
124,Jynx,Rougelaãƒ«ãƒ¼ã‚¸ãƒ¥ãƒ©,ice,psychic,1,0,"['Oblivious', 'Forewarn', 'Dry Skin']",Humanshape PokÃ©mon,65,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,50,6400,70,455,45,35,1000000,1.4,0.0,115,95,95,40.6
125,Electabuzz,Elebooã‚¨ãƒ¬ãƒ–ãƒ¼,electric,,1,0,"['Static', 'Vital Spirit']",Electric PokÃ©mon,65,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,83,6400,70,490,45,57,1000000,1.1,75.4,95,85,105,30.0
126,Magmar,Booberãƒ–ãƒ¼ãƒãƒ¼,fire,,1,0,"['Flame Body', 'Vital Spirit']",Spitfire PokÃ©mon,65,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95,6400,70,495,45,57,1000000,1.3,75.4,100,85,93,44.5
127,Pinsir,Kailiosã‚«ã‚¤ãƒ­ã‚¹,bug,,1,0,"['Hyper Cutter', 'Mold Breaker', 'Moxie']",Stagbeetle PokÃ©mon,65,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,155,6400,70,600,45,120,1250000,1.5,50.0,65,90,105,55.0
128,Tauros,Kentaurosã‚±ãƒ³ã‚¿ãƒ­ã‚¹,normal,,1,0,"['Intimidate', 'Anger Point', 'Sheer Force']",Wild Bull PokÃ©mon,75,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100,5120,70,490,45,95,1250000,1.4,100.0,40,70,110,88.4
129,Magikarp,Koikingã‚³ã‚¤ã‚­ãƒ³ã‚°,water,,1,0,"['Swift Swim', 'Rattled']",Fish PokÃ©mon,20,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,10,1280,70,200,255,55,1250000,0.9,50.0,15,20,80,10.0
130,Gyarados,Gyaradosã‚®ãƒ£ãƒ©ãƒ‰ã‚¹,water,flying,1,0,"['Intimidate', 'Moxie']",Atrocious PokÃ©mon,95,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,155,1280,70,640,45,109,1250000,6.5,50.0,70,130,81,235.0
131,Lapras,Laplaceãƒ©ãƒ—ãƒ©ã‚¹,water,ice,1,0,"['Water Absorb', 'Shell Armor', 'Hydration']",Transport PokÃ©mon,130,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,85,10240,70,535,45,80,1250000,2.5,50.0,85,95,60,220.0
132,Ditto,Metamonãƒ¡ã‚¿ãƒ¢ãƒ³,normal,,1,0,"['Limber', 'Imposter']",Transform PokÃ©mon,48,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48,5120,70,288,35,48,1000000,0.3,,48,48,48,4.0
133,Eevee,Eievuiã‚¤ãƒ¼ãƒ–ã‚¤,normal,,1,0,"['Run Away', 'Adaptability', 'Anticipation']",Evolution PokÃ©mon,55,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,8960,70,325,45,50,1000000,0.3,88.1,45,65,55,6.5
134,Vaporeon,Showersã‚·ãƒ£ãƒ¯ãƒ¼ã‚º,water,,1,0,"['Water Absorb', 'Hydration']",Bubble Jet PokÃ©mon,130,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,65,8960,70,525,45,60,1000000,1.0,88.1,110,95,65,29.0
135,Jolteon,Thundersã‚µãƒ³ãƒ€ãƒ¼ã‚¹,electric,,1,0,"['Volt Absorb', 'Quick Feet']",Lightning PokÃ©mon,65,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,65,8960,70,525,45,60,1000000,0.8,88.1,110,95,130,24.5
136,Flareon,Boosterãƒ–ãƒ¼ã‚¹ã‚¿ãƒ¼,fire,,1,0,"['Flash Fire', 'Guts']",Flame PokÃ©mon,65,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,130,8960,70,525,45,60,1000000,0.9,88.1,95,110,65,25.0
137,Porygon,Porygonãƒãƒªã‚´ãƒ³,normal,,1,0,"['Trace', 'Download', 'Analytic']",Virtual PokÃ©mon,65,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,5120,70,395,45,70,1000000,0.8,,85,75,40,36.5
138,Omanyte,Omniteã‚ªãƒ ãƒŠã‚¤ãƒˆ,rock,water,1,0,"['Swift Swim', 'Shell Armor', 'Weak Armor']",Spiral PokÃ©mon,35,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,40,7680,70,355,45,100,1000000,0.4,88.1,90,55,35,7.5
139,Omastar,Omstarã‚ªãƒ ã‚¹ã‚¿ãƒ¼,rock,water,1,0,"['Swift Swim', 'Shell Armor', 'Weak Armor']",Spiral PokÃ©mon,70,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,60,7680,70,495,45,125,1000000,1.0,88.1,115,70,55,35.0
140,Kabuto,Kabutoã‚«ãƒ–ãƒˆ,rock,water,1,0,"['Swift Swim', 'Battle Armor', 'Weak Armor']",Shellfish PokÃ©mon,30,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,80,7680,70,355,45,90,1000000,0.5,88.1,55,45,55,11.5
